"Publisher.ID","Publisher.Name","Keyword.ID","Keyword","Match.Type","Campaign","Keyword.Group","Category","Bid.Strategy","Keyword.Type","Status","Search.Engine.Bid","Clicks","Click.Charges","Avg..Cost.per.Click","Impressions","Engine.Click.Thru..","Avg..Pos.","Trans..Conv...","Total.Cost..Trans.","Amount","Total.Cost","Total.Volume.of.Bookings"
"K1175","Google - Global",43000000007717168,"brussels fares","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,1,2.09,2.09,9,11.11,1.22,0,0,0,2.09,0
"K1175","Google - Global",43000000007706136,"amsterdam tickets","Broad","Air France Global Campaign","Amsterdam","amsterdam","Position 1- 3","Unassigned","Unavailable",11.25,1,2.1,2.1,141,0.71,1,0,0,0,2.1,0
"K1175","Google - Global",43000000007706240,"amsterdam airline tickets","Broad","Air France Global Campaign","Amsterdam","amsterdam","Position 1- 3","Unassigned","Unavailable",11.25,1,2.23,2.23,15,6.67,1,0,0,0,2.23,0
"K1175","Google - Global",43000000007707040,"copenhagen airfares","Broad","Air France Global Campaign","Copenhagen","copenhagen","Position 1- 3","Unassigned","Unavailable",11.25,1,2.38,2.38,1,100,1,0,0,0,2.38,0
"K1175","Google - Global",43000000007707272,"dusseldorf flights","Broad","Air France Global Campaign","Dusseldorf","dusseldorf","Position 1- 3","Unassigned","Unavailable",11.25,1,2.48,2.48,77,1.3,1.33,0,0,0,2.48,0
"K1175","Google - Global",43000000007706296,"flights to stockholm","Broad","Air France Global Campaign","Stockholm","stockholm","Position 1- 3","Unassigned","Unavailable",11.25,1,2.7,2.7,89,1.12,1,0,0,0,2.7,0
"K1175","Google - Global",43000000007706280,"flight to lisbon","Broad","Air France Global Campaign","Lisbon","lisbon","Position 1- 3","Unassigned","Unavailable",11.25,1,2.71,2.71,3,33.33,1,0,0,0,2.71,0
"K1175","Google - Global",43000000007707120,"flights to naples","Broad","Air France Global Campaign","Naples","uncategorized","Position 1- 3","Unassigned","Unavailable",11.25,2,2.86,1.43,151,1.32,1,0,0,0,2.86,0
"K1175","Google - Global",43000000007706424,"flight to vienna","Broad","Air France Global Campaign","Vienna","vienna","Position 1- 3","Unassigned","Unavailable",11.25,1,2.89,2.89,4,25,1.23,0,0,0,2.89,0
"K1175","Google - Global",43000000007706912,"zagreb flights","Broad","Air France Global Campaign","Zagreb","zagreb","Position 1- 3","Unassigned","Unavailable",11.25,1,3.05,3.05,31,3.23,1,0,0,0,3.05,0
"K1175","Google - Global",43000000007707072,"glasgow flights","Broad","Air France Global Campaign","Glasgow","glasgow","Position 1- 3","Unassigned","Unavailable",11.25,1,3.08,3.08,139,0.72,1,0,0,0,3.08,0
"K1175","Google - Global",43000000007707208,"amsterdam cheap tickets","Broad","Air France Global Campaign","Amsterdam","amsterdam","Position 1- 3","Unassigned","Unavailable",11.25,1,3.08,3.08,8,12.5,1.13,0,0,0,3.08,0
"K1175","Google - Global",43000000007706592,"manchester airfare","Broad","Air France Global Campaign","Manchester","manchester","Position 1- 3","Unassigned","Unavailable",11.25,1,3.1,3.1,192,0.52,1,0,0,0,3.1,0
"K1175","Google - Global",43000000007706064,"bucharest airfare","Broad","Air France Global Campaign","Bucharest","bucharest","Position 1- 3","Unassigned","Unavailable",11.25,1,3.25,3.25,48,2.08,1,0,0,0,3.25,0
"K1175","Google - Global",43000000007707088,"flights to krakow","Broad","Air France Global Campaign","Krakow","krakow","Position 1- 3","Unassigned","Unavailable",11.25,2,3.3,1.65,45,4.44,1,0,0,0,3.3,0
"K1175","Google - Global",43000000007706112,"helsinki airfare","Broad","Air France Global Campaign","Helsinki","helsinki","Position 1- 3","Unassigned","Unavailable",11.25,1,3.41,3.41,14,7.14,1,0,0,0,3.41,0
"K1175","Google - Global",43000000007706832,"travel to venice","Broad","Air France Global Campaign","Venice","venice","Position 1- 3","Unassigned","Unavailable",11.25,1,3.45,3.45,11,9.09,1,0,0,0,3.45,0
"K1175","Google - Global",43000000007706296,"dusseldorf airfare","Broad","Air France Global Campaign","Dusseldorf","dusseldorf","Position 1- 3","Unassigned","Unavailable",11.25,1,3.51,3.51,39,2.56,1,0,0,0,3.51,0
"K1175","Google - Global",43000000007706664,"venice flights","Broad","Air France Global Campaign","Venice","venice","Position 1- 3","Unassigned","Unavailable",11.25,2,3.73,1.86,392,0.51,1,0,0,0,3.73,0
"K1175","Google - Global",43000000007706384,"flights to bologna","Broad","Air France Global Campaign","Bologna","bologna","Position 1- 3","Unassigned","Unavailable",11.25,1,3.98,3.98,38,2.63,1.08,0,0,0,3.98,0
"K1175","Google - Global",43000000007706328,"zurich airfare","Broad","Air France Global Campaign","Zurich","zurich","Position 1- 3","Unassigned","Unavailable",11.25,3,4,1.33,144,2.08,1,0,0,0,4,0
"K1175","Google - Global",43000000007706960,"amsterdam airfare","Broad","Air France Global Campaign","Amsterdam","amsterdam","Position 1- 3","Unassigned","Unavailable",11.25,3,4.01,1.34,185,1.62,1,0,0,0,4.01,0
"K1175","Google - Global",43000000007706880,"venice flight","Broad","Air France Global Campaign","Venice","venice","Position 1- 3","Unassigned","Unavailable",11.25,1,4.16,4.16,79,1.27,1.02,0,0,0,4.16,0
"K1175","Google - Global",43000000007706552,"cheap flights to zurich","Broad","Air France Global Campaign","Zurich","zurich","Position 1- 3","Unassigned","Unavailable",11.25,2,4.19,2.09,7,28.57,1,0,0,0,4.19,0
"K1175","Google - Global",43000000007706472,"flights to zagreb","Broad","Air France Global Campaign","Zagreb","zagreb","Position 1- 3","Unassigned","Unavailable",11.25,1,4.21,4.21,37,2.7,1,0,0,0,4.21,0
"K1175","Google - Global",43000000007706592,"oslo flights","Broad","Air France Global Campaign","Oslo","oslo","Position 1- 3","Unassigned","Unavailable",11.25,2,4.21,2.11,87,2.3,1,0,0,0,4.21,0
"K1175","Google - Global",43000000007706744,"helsinki flight","Broad","Air France Global Campaign","Helsinki","helsinki","Position 1- 3","Unassigned","Unavailable",11.25,1,4.34,4.34,18,5.56,1,0,0,0,4.34,0
"K1175","Google - Global",43000000007717160,"brussels flight","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,3,4.34,1.45,109,2.75,1.05,0,0,0,4.34,0
"K1175","Google - Global",43000000007706488,"zurich flights","Broad","Air France Global Campaign","Zurich","zurich","Position 1- 3","Unassigned","Unavailable",11.25,2,4.43,2.21,227,0.88,1,0,0,0,4.43,0
"K1175","Google - Global",43000000007706576,"zurich flight","Broad","Air France Global Campaign","Zurich","zurich","Position 1- 3","Unassigned","Unavailable",11.25,3,4.71,1.57,144,2.08,1,0,0,0,4.71,0
"K1175","Google - Global",43000000007707032,"flight to naples","Broad","Air France Global Campaign","Naples","uncategorized","Position 1- 3","Unassigned","Unavailable",11.25,2,4.71,2.36,7,28.57,1,0,0,0,4.71,0
"K1175","Google - Global",43000000007706848,"flights to helsinki","Broad","Air France Global Campaign","Helsinki","helsinki","Position 1- 3","Unassigned","Unavailable",11.25,3,4.74,1.58,35,8.57,1,0,0,0,4.74,0
"K1175","Google - Global",43000000007706408,"strasbourg airfare","Broad","Air France Global Campaign","Strasbourg","strasbourg","Position 1- 3","Unassigned","Unavailable",11.25,1,5,5,59,1.69,1,0,0,0,5,0
"K1175","Google - Global",43000000007706720,"lisbon airfare","Broad","Air France Global Campaign","Lisbon","lisbon","Position 1- 3","Unassigned","Unavailable",11.25,5,5.26,1.05,30,16.67,1,0,0,0,5.26,0
"K1175","Google - Global",43000000007706176,"vienna airfare","Broad","Air France Global Campaign","Vienna","vienna","Position 1- 3","Unassigned","Unavailable",11.25,1,5.48,5.48,59,1.69,1,0,0,0,5.48,0
"K1175","Google - Global",43000000007707264,"manchester flights","Broad","Air France Global Campaign","Manchester","manchester","Position 1- 3","Unassigned","Unavailable",11.25,3,5.5,1.83,1140,0.26,1,0,0,0,5.5,0
"K1175","Google - Global",43000000007707216,"trip to oslo","Broad","Air France Global Campaign","Oslo","oslo","Position 1- 3","Unassigned","Unavailable",11.25,1,5.53,5.53,1,100,1,0,0,0,5.53,0
"K1175","Google - Global",43000000007707224,"copenhagen flights","Broad","Air France Global Campaign","Copenhagen","copenhagen","Position 1- 3","Unassigned","Unavailable",11.25,2,5.63,2.81,123,1.63,1,0,0,0,5.63,0
"K1175","Google - Global",43000000007706144,"travel to bucharest","Broad","Air France Global Campaign","Bucharest","bucharest","Position 1- 3","Unassigned","Unavailable",11.25,2,5.69,2.84,3,66.67,1,0,0,0,5.69,0
"K1175","Google - Global",43000000007707280,"vienna tickets","Broad","Air France Global Campaign","Vienna","vienna","Position 1- 3","Unassigned","Unavailable",11.25,1,5.88,5.88,382,0.26,1.04,0,0,0,5.88,0
"K1175","Google - Global",43000000007706552,"flight to strasbourg","Broad","Air France Global Campaign","Strasbourg","strasbourg","Position 1- 3","Unassigned","Unavailable",11.25,1,5.98,5.98,7,14.29,1,0,0,0,5.98,0
"K1175","Google - Global",43000000007706776,"dusseldorf flight","Broad","Air France Global Campaign","Dusseldorf","dusseldorf","Position 1- 3","Unassigned","Unavailable",11.25,2,6.43,3.21,43,4.65,1,0,0,0,6.43,0
"K1175","Google - Global",43000000007706480,"copenhagen cheap ticket","Broad","Air France Global Campaign","Copenhagen","copenhagen","Position 1- 3","Unassigned","Unavailable",11.25,1,6.71,6.71,9,11.11,1.11,0,0,0,6.71,0
"K1175","Google - Global",43000000007706792,"flights to copenhagen","Broad","Air France Global Campaign","Copenhagen","copenhagen","Position 1- 3","Unassigned","Unavailable",11.25,3,6.74,2.25,115,2.61,1,0,0,0,6.74,0
"K1175","Google - Global",43000000008139192,"marseilles airline","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,4,6.96,1.74,13,30.77,1,0,0,0,6.96,0
"K1175","Google - Global",43000000007707240,"flight to budapest","Broad","Air France Global Campaign","Budapest","budapest","Position 1- 3","Unassigned","Unavailable",11.25,1,7.06,7.06,8,12.5,1,0,0,0,7.06,0
"K1175","Google - Global",43000000007706656,"flights to vienna","Broad","Air France Global Campaign","Vienna","vienna","Position 1- 3","Unassigned","Unavailable",11.25,1,7.09,7.09,160,0.63,1,0,0,0,7.09,0
"K1175","Google - Global",43000000005663376,"marseille cheap flight","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,5,7.16,1.43,64,7.81,1.27,0,0,0,7.16,0
"K1175","Google - Global",43000000007707200,"flights to dusseldorf","Broad","Air France Global Campaign","Dusseldorf","dusseldorf","Position 1- 3","Unassigned","Unavailable",11.25,1,7.18,7.18,70,1.43,1,0,0,0,7.18,0
"K1175","Google - Global",43000000007706696,"bologna flight","Broad","Air France Global Campaign","Bologna","bologna","Position 1- 3","Unassigned","Unavailable",11.25,2,7.28,3.64,22,9.09,1.05,0,0,0,7.28,0
"K1175","Google - Global",43000000008139160,"marseilles cheap flights","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,3,7.81,2.6,265,1.13,1.06,0,0,0,7.81,0
"K1175","Google - Global",43000000007717152,"flight to brussels","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,3,7.91,2.64,28,10.71,1,0,0,0,7.91,0
"K1175","Google - Global",43000000008139168,"marseilles flights","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,4,7.94,1.98,346,1.16,1.07,0,0,0,7.94,0
"K1175","Google - Global",43000000007706392,"flights to strasbourg","Broad","Air France Global Campaign","Strasbourg","strasbourg","Position 1- 3","Unassigned","Unavailable",11.25,5,8,1.6,984,0.51,1,0,0,0,8,0
"K1175","Google - Global",43000000007706368,"budapest cheap ticket","Broad","Air France Global Campaign","Budapest","budapest","Position 1- 3","Unassigned","Unavailable",11.25,1,8.11,8.11,5,20,1,0,0,0,8.11,0
"K1175","Google - Global",43000000008139168,"marseilles airlines","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,2,8.34,4.17,28,7.14,1.29,0,0,0,8.34,0
"K1175","Google - Global",43000000007706888,"flights to bucharest","Broad","Air France Global Campaign","Bucharest","bucharest","Position 1- 3","Unassigned","Unavailable",11.25,3,8.66,2.89,82,3.66,1,0,0,0,8.66,0
"K1175","Google - Global",43000000008139168,"marseilles tickets","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,3,8.86,2.95,201,1.49,1.09,0,0,0,8.86,0
"K1175","Google - Global",43000000007706368,"venice airfare","Broad","Air France Global Campaign","Venice","venice","Position 1- 3","Unassigned","Unavailable",11.25,4,8.9,2.23,46,8.7,1,0,0,0,8.9,0
"K1175","Google - Global",43000000007717176,"brussels airfares","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,1,9.58,9.58,7,14.29,1.13,0,0,0,9.58,0
"K1175","Google - Global",43000000008139208,"marseilles airfare","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,2,10.31,5.16,12,16.67,1.33,0,0,0,10.31,0
"K1175","Google - Global",43000000007706368,"bucharest flights","Broad","Air France Global Campaign","Bucharest","bucharest","Position 1- 3","Unassigned","Unavailable",11.25,3,10.54,3.51,79,3.8,1,0,0,0,10.54,0
"K1175","Google - Global",43000000007706528,"flights to st. petersburg","Broad","Air France Global Campaign","St. Petersburg","st.petersburg","Position 1- 3","Unassigned","Unavailable",11.25,2,11.01,5.51,160,1.25,1,0,0,0,11.01,0
"K1175","Google - Global",43000000007706064,"flights to pisa","Broad","Air France Global Campaign","Pisa","pisa","Position 1- 3","Unassigned","Unavailable",11.25,4,11.79,2.95,43,9.3,1.02,0,0,0,11.79,0
"K1175","Google - Global",43000000007707176,"gothenburg cheap tickets","Broad","Air France Global Campaign","Gothenburg","gothenburg","Position 1- 3","Unassigned","Unavailable",11.25,2,11.8,5.9,6,33.33,1,0,0,0,11.8,0
"K1175","Google - Global",43000000007707280,"budapest flight","Broad","Air France Global Campaign","Budapest","budapest","Position 1- 3","Unassigned","Unavailable",11.25,3,12.99,4.33,95,3.16,1.01,0,0,0,12.99,0
"K1175","Google - Global",43000000007717152,"flights to brussels","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,5,13.25,2.65,267,1.87,1,0,0,0,13.25,0
"K1175","Google - Global",43000000007706656,"vienna flights","Broad","Air France Global Campaign","Vienna","vienna","Position 1- 3","Unassigned","Unavailable",11.25,5,13.96,2.79,548,0.91,1,0,0,0,13.96,0
"K1175","Google - Global",43000000007706800,"flights to venice","Broad","Air France Global Campaign","Venice","venice","Position 1- 3","Unassigned","Unavailable",11.25,6,15.54,2.59,286,2.1,1.04,0,0,0,15.54,0
"K1175","Google - Global",43000000007707264,"amsterdam flight","Broad","Air France Global Campaign","Amsterdam","amsterdam","Position 1- 3","Unassigned","Unavailable",11.25,6,15.57,2.6,190,3.16,1.01,0,0,0,15.57,0
"K1175","Google - Global",43000000007717144,"cheap flights to brussels","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,4,15.8,3.95,10,40,1,0,0,0,15.8,0
"K1175","Google - Global",43000000007706328,"cheap flights to venice","Broad","Air France Global Campaign","Venice","venice","Position 1- 3","Unassigned","Unavailable",11.25,3,16.21,5.4,8,37.5,1,0,0,0,16.21,0
"K1175","Google - Global",43000000007706096,"flights to budapest","Broad","Air France Global Campaign","Budapest","budapest","Position 1- 3","Unassigned","Unavailable",11.25,5,18.16,3.63,145,3.45,1.05,0,0,0,18.16,0
"K1175","Google - Global",43000000007707080,"budapest flights","Broad","Air France Global Campaign","Budapest","budapest","Position 1- 3","Unassigned","Unavailable",11.25,4,20.1,5.03,159,2.52,1,0,0,0,20.1,0
"K1175","Google - Global",43000000007706080,"budapest airfare","Broad","Air France Global Campaign","Budapest","budapest","Position 1- 3","Unassigned","Unavailable",11.25,4,20.24,5.06,122,3.28,1,0,0,0,20.24,0
"K1175","Google - Global",43000000007707272,"travel to amsterdam","Broad","Air France Global Campaign","Amsterdam","amsterdam","Position 1- 3","Unassigned","Unavailable",11.25,4,22.05,5.51,39,10.26,1.06,0,0,0,22.05,0
"K1175","Google - Global",43000000007706096,"amsterdam flights","Broad","Air France Global Campaign","Amsterdam","amsterdam","Position 1- 3","Unassigned","Unavailable",11.25,11,24.6,2.24,513,2.14,1.04,0,0,0,24.6,0
"K1175","Google - Global",43000000007706736,"flights to zurich","Broad","Air France Global Campaign","Zurich","zurich","Position 1- 3","Unassigned","Unavailable",11.25,15,31.45,2.1,265,5.66,1.02,0,0,0,31.45,0
"K1175","Google - Global",43000000008139200,"flights to marseilles","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,13,35.76,2.75,293,4.44,1.26,0,0,0,35.76,0
"K1175","Google - Global",43000000007717168,"brussels flights","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,11,40.02,3.64,766,1.44,1.03,0,0,0,40.02,0
"K1175","Google - Global",43000000007707072,"flights to amsterdam","Broad","Air France Global Campaign","Amsterdam","amsterdam","Position 1- 3","Unassigned","Unavailable",11.25,14,47.69,3.41,457,3.06,1,0,0,0,47.69,0
"K435","Google - US",43000000005278352,"switzerland flights","Broad","Google_Yearlong 2006","Google|Switzerland","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",11.25,1,2.01,2.01,179,0.56,1.24,0,0,0,2.01,0
"K435","Google - US",43000000005278736,"england cheap tickets","Broad","Google_Yearlong 2006","Google|England","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",11.25,1,5.79,5.79,8,12.5,1,0,0,0,5.79,0
"K1123","Overture - Global",43000000005421216,"cannes airport","Standard","Unassigned","Unassigned","cannes","Position 1-2 Target","Unassigned","Paused",11.25,4,2.1,0.53,164,2.44,1.26,0,0,0,2.1,0
"K1122","Overture - US",43000000007003952,"bucarest","Standard","Unassigned","Unassigned","regional","Position 5-10 Bid Strategy","Unassigned","Paused",11.25,1,0.13,0.13,12,8.33,2.83,0,0,0,0.13,0
"K1122","Overture - US",43000000007003912,"abou dhabi","Standard","Unassigned","Unassigned","regional","Position 5-10 Bid Strategy","Unassigned","Paused",11.25,1,0.39,0.39,121,0.83,1,0,0,0,0.39,0
